Timestamp,model,avs_slug,meds_sentence,meds_completion
2024-01-23-T-07-22-43,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.  - If you're having eye surgery and take Aspirin or blood thinners, call your eye doctor for instructions.",Complete
2024-01-23-T-16-46-51,gpt-4-1106-preview,not endo,"- Don't take pain relievers like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn for 1 week before your surgery.",Complete
2024-01-23-T-17-20-01,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Complete
2024-01-23-T-16-54-13,gpt-4-1106-preview,not endo,"- Stop taking pain meds like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Complete
2024-01-23-T-16-32-57,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.",Complete
2024-01-23-T-04-51-56,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-17-07-09,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, and Ibuprofen 1 week before surgery.",Absent
2024-01-23-T-05-52-13,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-05-07-06,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-55-57,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before your surgery.",Absent
2024-01-23-T-07-01-29,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
2024-01-23-T-07-10-53,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
2024-01-23-T-05-24-18,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-05-14-06,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-04-54-08,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-17-21-40,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
2024-01-23-T-06-16-54,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-31-09,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-16-20,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-58-17,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Complete
2024-01-23-T-17-26-17,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.",Complete
2024-01-23-T-07-24-16,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.",Complete
2024-01-23-T-17-27-05,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before surgery.  - If you have eye surgery planned and take Aspirin or blood thinners, call your eye doctor.",Complete
2024-01-23-T-16-42-54,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, and Ibuprofen 1 week before surgery.  - If you have eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-05-46-37,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-17-17-22,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before surgery.",Absent
2024-01-23-T-05-11-44,gpt-3.5-turbo,not endo,"1 week before your procedure do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-31-33,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-17-29-07,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, and Ibuprofen 1 week before.",Complete
2024-01-23-T-07-13-29,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.",Complete
2024-01-23-T-05-05-36,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Complete
2024-01-23-T-06-15-26,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Complete
2024-01-23-T-16-39-40,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.",Complete
2024-01-23-T-16-29-26,gpt-4-1106-preview,not endo,"- Stop taking pain meds like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
2024-01-23-T-17-01-06,gpt-4-1106-preview,not endo,"- Don't take pain relievers like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-06-36-06,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-17-05-51,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before surgery.",Absent
2024-01-23-T-16-58-01,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.",Absent
2024-01-23-T-05-00-13,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Complete
2024-01-23-T-07-08-16,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, or Ibuprofen 1 week before surgery.  - If you're having eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-05-17-11,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Complete
2024-01-23-T-06-05-21,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-51-16,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.",Complete
2024-01-23-T-05-32-43,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-38-22,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-16-27-30,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before surgery.",Absent
2024-01-23-T-06-01-25,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-05-12-33,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-47-12,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
Unmodified 4,unmodified,not endo,"1 week before your procedure do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-17-18-43,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before surgery.  - If you have eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-16-30-46,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
2024-01-23-T-05-40-20,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-10-03,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-07-17-53,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
2024-01-23-T-16-55-37,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-05-39-31,gpt-3.5-turbo,not endo,"1 week before your procedure do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-30-18,gpt-3.5-turbo,not endo,"1 week before your procedure do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-54-26,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-56-47,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-05-21-00,gpt-3.5-turbo,not endo,"1 week before your procedure do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-30-44,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-51-52,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.  - If you're having eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-06-19-18,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-17-22-44,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.  - If you're having eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-16-38-36,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.  - If you're having eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-17-34-29,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.  - If you're having eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-06-12-17,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-25-45,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-17-06-42,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.  - If you're having eye surgery and take Aspirin or blood thinners, call your eye doctor for instructions.",Absent
2024-01-23-T-17-11-00,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-05-42-41,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-06-33-05,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-23-33,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-16-30-05,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-04-51-11,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-03-37,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-59-07,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-16-35-17,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, and Ibuprofen 1 week before.  - If you have eye surgery planned and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-06-48-53,gpt-4-1106-preview,not endo,"- Don't take pain relievers like Advil, Aleve, or Ibuprofen a week before.",Absent
2024-01-23-T-17-15-10,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.",Absent
2024-01-23-T-17-03-04,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, or Ibuprofen 1 week before.  - If you have eye surgery planned and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-17-09-45,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.",Absent
2024-01-23-T-06-48-22,gpt-4-1106-preview,not endo,"More than one sentence found: - Don't take pain relievers like Advil, Aleve, or Ibuprofen for 1 week before.  - If you have eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-06-40-33,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-53-35,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-09-30,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-33-30,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-06-00-40,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-05-56-00,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-16-59-03,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before surgery.  - If you're having eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-06-10-50,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-05-34-57,gpt-3.5-turbo,not endo,"1 week before your procedure do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-56-52,gpt-4-1106-preview,not endo,"More than one sentence found: - Stop taking pain meds like Advil, Aleve, or Ibuprofen 1 week before.  - If you have eye surgery, ask your eye doctor about Aspirin or blood thinners.",Absent
2024-01-23-T-05-01-01,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-05-07-56,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-53-50,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
2024-01-23-T-16-43-46,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-17-31-19,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-05-48-54,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-02-48,gpt-3.5-turbo,not endo,"1 week before your procedure do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-17-24-19,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
2024-01-23-T-05-10-16,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-07-03-31,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-06-59-13,gpt-4-1106-preview,not endo,"- Don't take pain relievers like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-16-35-41,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-16-28-17,gpt-4-1106-preview,not endo,"More than one sentence found: - Don't take pain relievers like Advil, Aleve, or Ibuprofen a week before.  - If you're having eye surgery and take Aspirin or blood thinners, call your eye doctor.",Absent
2024-01-23-T-16-42-09,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.",Absent
2024-01-23-T-06-28-29,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-52-50,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before surgery.",Absent
2024-01-23-T-05-02-26,gpt-3.5-turbo,not endo,"1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-17-02-43,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before surgery.",Absent
2024-01-23-T-06-06-10,gpt-3.5-turbo,not endo,"More than one sentence found: - 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  - For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-07-25-41,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.",Absent
2024-01-23-T-17-32-20,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.",Absent
Unmodified 2,unmodified,not endo,"More than one sentence found: 1 week before your procedure do not take NSAIDS (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.  For Oculoplastic (surgery around the eye), if you are taking Aspirin or blood thinners, please contact your eye surgeon for further instructions.",Absent
2024-01-23-T-06-37-37,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-07-38,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-07-09-44,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, or Ibuprofen 1 week before.",Absent
2024-01-23-T-05-45-00,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-07-21-02,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before your surgery.",Absent
2024-01-23-T-17-11-55,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before.",Absent
2024-01-23-T-06-14-41,gpt-3.5-turbo,not endo,"- 1 week before your procedure, do not take NSAIDs (Nonsteroidal Anti-inflammatory Drugs) such as Advil, Aleve, Ibuprofen, Motrin, and/or Naprosyn.",Absent
2024-01-23-T-06-49-24,gpt-4-1106-preview,not endo,"- Stop taking pain medicines like Advil, Aleve, or Ibuprofen 1 week before surgery.",Absent
2024-01-23-T-17-30-07,gpt-4-1106-preview,not endo,"- Stop taking pain medicine like Advil, Aleve, Ibuprofen, Motrin, or Naprosyn 1 week before.",Absent
2024-01-23-T-07-04-48,gpt-4-1106-preview,not endo,"- Stop taking pain relievers like Advil, Aleve, Ibuprofen, Motrin, and Naprosyn 1 week before your surgery.",Absent
